Hidden Layers,Activation Function,Epochs,Learning Rate,Batch Size,MSE
"[32, 64]",Tanh,250,0.1,512,0.0144155
"[32, 64]",Tanh,250,0.01,16,0.013816321
"[32, 64]",Tanh,250,0.01,32,0.014510418
"[32, 64]",Tanh,250,0.01,64,0.014515905
"[32, 64]",Tanh,250,0.01,128,0.015213287
"[32, 64]",Tanh,250,0.01,256,0.015276457
"[32, 64]",Tanh,250,0.01,512,0.015646568
"[32, 64]",Tanh,250,0.001,16,0.015054582
"[32, 64]",Tanh,250,0.001,32,0.015410195
"[32, 64]",Tanh,250,0.001,64,0.015717998
"[32, 64]",Tanh,250,0.001,128,0.01621385
"[32, 64]",Tanh,250,0.001,256,0.016953086
"[32, 64]",Tanh,250,0.001,512,0.017031305
"[32, 64]",Tanh,250,0.0001,16,0.01603276
"[32, 64]",Tanh,250,0.0001,32,0.016022447
"[32, 64]",Tanh,250,0.0001,64,0.018881667
"[32, 64]",Tanh,250,0.0001,128,0.021522583
"[32, 64]",Tanh,250,0.0001,256,0.030384744
"[32, 64]",Tanh,250,0.0001,512,0.05778495
"[8, 16, 32]",Identity,1,0.1,16,0.016303867
"[8, 16, 32]",Identity,1,0.1,32,0.016820181
"[8, 16, 32]",Identity,1,0.1,64,0.0166577
"[8, 16, 32]",Identity,1,0.1,128,0.01834226
"[8, 16, 32]",Identity,1,0.1,256,0.01976
"[8, 16, 32]",Identity,1,0.1,512,0.018856987
"[8, 16, 32]",Identity,1,0.01,16,0.022593355
"[8, 16, 32]",Identity,1,0.01,32,0.023107132
"[8, 16, 32]",Identity,1,0.01,64,0.020106882
"[8, 16, 32]",Identity,1,0.01,128,0.048736323
"[8, 16, 32]",Identity,1,0.01,256,0.08515603
"[8, 16, 32]",Identity,1,0.01,512,0.06788655
"[8, 16, 32]",Identity,1,0.001,16,0.06247144
"[8, 16, 32]",Identity,1,0.001,32,0.07272814
"[8, 16, 32]",Identity,1,0.001,64,0.16643809
"[8, 16, 32]",Identity,1,0.001,128,0.10083098
"[8, 16, 32]",Identity,1,0.001,256,0.08398584
"[8, 16, 32]",Identity,1,0.001,512,0.25459263
"[8, 16, 32]",Identity,1,0.0001,16,0.32296988
"[8, 16, 32]",Identity,1,0.0001,32,0.194879
"[8, 16, 32]",Identity,1,0.0001,64,0.20282769
"[8, 16, 32]",Identity,1,0.0001,128,0.26309523
"[8, 16, 32]",Identity,1,0.0001,256,0.30526203
"[8, 16, 32]",Identity,1,0.0001,512,0.07473842
"[8, 16, 32]",Identity,10,0.1,16,0.015972406
"[8, 16, 32]",Identity,10,0.1,32,0.016637024
"[8, 16, 32]",Identity,10,0.1,64,0.01601176
"[8, 16, 32]",Identity,10,0.1,128,0.016013855
"[8, 16, 32]",Identity,10,0.1,256,0.01691869
"[8, 16, 32]",Identity,10,0.1,512,0.016914407
"[8, 16, 32]",Identity,10,0.01,16,0.015933504
"[8, 16, 32]",Identity,10,0.01,32,0.016992169
"[8, 16, 32]",Identity,10,0.01,64,0.016730845
"[8, 16, 32]",Identity,10,0.01,128,0.01974533
"[8, 16, 32]",Identity,10,0.01,256,0.022022229
"[8, 16, 32]",Identity,10,0.01,512,0.018825725
"[8, 16, 32]",Identity,10,0.001,16,0.016584598
"[8, 16, 32]",Identity,10,0.001,32,0.018863503
"[8, 16, 32]",Identity,10,0.001,64,0.023285741
"[8, 16, 32]",Identity,10,0.001,128,0.041494526
"[8, 16, 32]",Identity,10,0.001,256,0.08235206
"[8, 16, 32]",Identity,10,0.001,512,0.1609956
"[8, 16, 32]",Identity,10,0.0001,16,0.056627017
"[8, 16, 32]",Identity,10,0.0001,32,0.10807739
"[8, 16, 32]",Identity,10,0.0001,64,0.07337022
"[8, 16, 32]",Identity,10,0.0001,128,0.31343552
"[8, 16, 32]",Identity,10,0.0001,256,0.22600429
"[8, 16, 32]",Identity,10,0.0001,512,0.16878098
"[8, 16, 32]",Identity,25,0.1,16,0.016303452
"[8, 16, 32]",Identity,25,0.1,32,0.016227331
"[8, 16, 32]",Identity,25,0.1,64,0.016135652
"[8, 16, 32]",Identity,25,0.1,128,0.016169995
"[8, 16, 32]",Identity,25,0.1,256,0.016378315
"[8, 16, 32]",Identity,25,0.1,512,0.016102105
"[8, 16, 32]",Identity,25,0.01,16,0.016282355
"[8, 16, 32]",Identity,25,0.01,32,0.01626304
"[8, 16, 32]",Identity,25,0.01,64,0.016091919
"[8, 16, 32]",Identity,25,0.01,128,0.01724578
"[8, 16, 32]",Identity,25,0.01,256,0.016489746
"[8, 16, 32]",Identity,25,0.01,512,0.0207194
"[8, 16, 32]",Identity,25,0.001,16,0.017447004
"[8, 16, 32]",Identity,25,0.001,32,0.01876719
"[8, 16, 32]",Identity,25,0.001,64,0.01894193
"[8, 16, 32]",Identity,25,0.001,128,0.029592989
"[8, 16, 32]",Identity,25,0.001,256,0.02426426
"[8, 16, 32]",Identity,25,0.001,512,0.052421298
"[8, 16, 32]",Identity,25,0.0001,16,0.025173232
"[8, 16, 32]",Identity,25,0.0001,32,0.034501836
"[8, 16, 32]",Identity,25,0.0001,64,0.061209034
"[8, 16, 32]",Identity,25,0.0001,128,0.07919483
"[8, 16, 32]",Identity,25,0.0001,256,0.1661916
"[8, 16, 32]",Identity,25,0.0001,512,0.28778362
"[8, 16, 32]",Identity,50,0.1,16,0.01577706
"[8, 16, 32]",Identity,50,0.1,32,0.015839413
"[8, 16, 32]",Identity,50,0.1,64,0.016481146
"[8, 16, 32]",Identity,50,0.1,128,0.01590821
"[8, 16, 32]",Identity,50,0.1,256,0.016053196
"[8, 16, 32]",Identity,50,0.1,512,0.017081482
"[8, 16, 32]",Identity,50,0.01,16,0.01613809
"[8, 16, 32]",Identity,50,0.01,32,0.016010832
"[8, 16, 32]",Identity,50,0.01,64,0.016488206
"[8, 16, 32]",Identity,50,0.01,128,0.016453814
"[8, 16, 32]",Identity,50,0.01,256,0.019814128
"[8, 16, 32]",Identity,50,0.01,512,0.017220307
"[8, 16, 32]",Identity,50,0.001,16,0.016385218
"[8, 16, 32]",Identity,50,0.001,32,0.017231137
"[8, 16, 32]",Identity,50,0.001,64,0.02033853
"[8, 16, 32]",Identity,50,0.001,128,0.018657345
"[8, 16, 32]",Identity,50,0.001,256,0.020231843
"[8, 16, 32]",Identity,50,0.001,512,0.022578118
"[8, 16, 32]",Identity,50,0.0001,16,0.022562953
"[8, 16, 32]",Identity,50,0.0001,32,0.03897916
"[8, 16, 32]",Identity,50,0.0001,64,0.048847955
"[8, 16, 32]",Identity,50,0.0001,128,0.08138911
"[8, 16, 32]",Identity,50,0.0001,256,0.060573306
"[8, 16, 32]",Identity,50,0.0001,512,0.154258
"[8, 16, 32]",Identity,100,0.1,16,0.016022516
"[8, 16, 32]",Identity,100,0.1,32,0.015822474
"[8, 16, 32]",Identity,100,0.1,64,0.016218776
"[8, 16, 32]",Identity,100,0.1,128,0.017191337
"[8, 16, 32]",Identity,100,0.1,256,0.015930856
"[8, 16, 32]",Identity,100,0.1,512,0.015931724
"[8, 16, 32]",Identity,100,0.01,16,0.015904127
"[8, 16, 32]",Identity,100,0.01,32,0.016135473
"[8, 16, 32]",Identity,100,0.01,64,0.016348775
"[8, 16, 32]",Identity,100,0.01,128,0.01670688
"[8, 16, 32]",Identity,100,0.01,256,0.016077774
"[8, 16, 32]",Identity,100,0.01,512,0.01717726
"[8, 16, 32]",Identity,100,0.001,16,0.016112428
"[8, 16, 32]",Identity,100,0.001,32,0.016545882
"[8, 16, 32]",Identity,100,0.001,64,0.016830737
"[8, 16, 32]",Identity,100,0.001,128,0.018511089
"[8, 16, 32]",Identity,100,0.001,256,0.023838524
"[8, 16, 32]",Identity,100,0.001,512,0.024845473
"[8, 16, 32]",Identity,100,0.0001,16,0.020590065
"[8, 16, 32]",Identity,100,0.0001,32,0.022179222
"[8, 16, 32]",Identity,100,0.0001,64,0.025129205
"[8, 16, 32]",Identity,100,0.0001,128,0.03223847
"[8, 16, 32]",Identity,100,0.0001,256,0.083929144
"[8, 16, 32]",Identity,100,0.0001,512,0.08877213
"[8, 16, 32]",Identity,250,0.1,16,0.015918719
"[8, 16, 32]",Identity,250,0.1,32,0.015879897
"[8, 16, 32]",Identity,250,0.1,64,0.015829692
"[8, 16, 32]",Identity,250,0.1,128,0.01596703
"[8, 16, 32]",Identity,250,0.1,256,0.015978213
"[8, 16, 32]",Identity,250,0.1,512,0.015977973
"[8, 16, 32]",Identity,250,0.01,16,0.015868304
"[8, 16, 32]",Identity,250,0.01,32,0.015790053
"[8, 16, 32]",Identity,250,0.01,64,0.015923832
"[8, 16, 32]",Identity,250,0.01,128,0.01631818
"[8, 16, 32]",Identity,250,0.01,256,0.016246498
"[8, 16, 32]",Identity,250,0.01,512,0.017156413
"[8, 16, 32]",Identity,250,0.001,16,0.015990028
"[8, 16, 32]",Identity,250,0.001,32,0.015998418
"[8, 16, 32]",Identity,250,0.001,64,0.017207371
"[8, 16, 32]",Identity,250,0.001,128,0.018806385
"[8, 16, 32]",Identity,250,0.001,256,0.018263835
"[8, 16, 32]",Identity,250,0.001,512,0.018448684
"[8, 16, 32]",Identity,250,0.0001,16,0.019012205
"[8, 16, 32]",Identity,250,0.0001,32,0.019935254
"[8, 16, 32]",Identity,250,0.0001,64,0.021270791
"[8, 16, 32]",Identity,250,0.0001,128,0.022962857
"[8, 16, 32]",Identity,250,0.0001,256,0.0544297
"[8, 16, 32]",Identity,250,0.0001,512,0.04065953
"[8, 16, 32]",Sigmoid,1,0.1,16,0.034783438
"[8, 16, 32]",Sigmoid,1,0.1,32,0.051223934
"[8, 16, 32]",Sigmoid,1,0.1,64,0.03307066
"[8, 16, 32]",Sigmoid,1,0.1,128,0.024422286
"[8, 16, 32]",Sigmoid,1,0.1,256,0.02171853
"[8, 16, 32]",Sigmoid,1,0.1,512,0.024734631
"[8, 16, 32]",Sigmoid,1,0.01,16,0.022095395
"[8, 16, 32]",Sigmoid,1,0.01,32,0.021703256
"[8, 16, 32]",Sigmoid,1,0.01,64,0.021593086
"[8, 16, 32]",Sigmoid,1,0.01,128,0.021843085
"[8, 16, 32]",Sigmoid,1,0.01,256,0.02172226
"[8, 16, 32]",Sigmoid,1,0.01,512,0.02647427
"[8, 16, 32]",Sigmoid,1,0.001,16,0.021595312
"[8, 16, 32]",Sigmoid,1,0.001,32,0.02276721
"[8, 16, 32]",Sigmoid,1,0.001,64,0.057814665
"[8, 16, 32]",Sigmoid,1,0.001,128,0.24836314
"[8, 16, 32]",Sigmoid,1,0.001,256,0.047053955
"[8, 16, 32]",Sigmoid,1,0.001,512,0.12532064
"[8, 16, 32]",Sigmoid,1,0.0001,16,0.1060859
"[8, 16, 32]",Sigmoid,1,0.0001,32,0.44230378
"[8, 16, 32]",Sigmoid,1,0.0001,64,0.1115167
"[8, 16, 32]",Sigmoid,1,0.0001,128,0.32028472
"[8, 16, 32]",Sigmoid,1,0.0001,256,0.39138827
"[8, 16, 32]",Sigmoid,1,0.0001,512,0.05207636
"[8, 16, 32]",Sigmoid,10,0.1,16,0.021396374
"[8, 16, 32]",Sigmoid,10,0.1,32,0.055877484
"[8, 16, 32]",Sigmoid,10,0.1,64,0.021664958
"[8, 16, 32]",Sigmoid,10,0.1,128,0.021528965
"[8, 16, 32]",Sigmoid,10,0.1,256,0.021433633
"[8, 16, 32]",Sigmoid,10,0.1,512,0.021989075
"[8, 16, 32]",Sigmoid,10,0.01,16,0.021533476
"[8, 16, 32]",Sigmoid,10,0.01,32,0.02144397
"[8, 16, 32]",Sigmoid,10,0.01,64,0.021619644
"[8, 16, 32]",Sigmoid,10,0.01,128,0.021607812
"[8, 16, 32]",Sigmoid,10,0.01,256,0.021686656
"[8, 16, 32]",Sigmoid,10,0.01,512,0.02149018
"[8, 16, 32]",Sigmoid,10,0.001,16,0.021528946
"[8, 16, 32]",Sigmoid,10,0.001,32,0.021500366
"[8, 16, 32]",Sigmoid,10,0.001,64,0.02157996
"[8, 16, 32]",Sigmoid,10,0.001,128,0.021702401
"[8, 16, 32]",Sigmoid,10,0.001,256,0.021995896
"[8, 16, 32]",Sigmoid,10,0.001,512,0.046672303
"[8, 16, 32]",Sigmoid,10,0.0001,16,0.021815412
"[8, 16, 32]",Sigmoid,10,0.0001,32,0.02327227
"[8, 16, 32]",Sigmoid,10,0.0001,64,0.030862477
"[8, 16, 32]",Sigmoid,10,0.0001,128,0.52871394
"[8, 16, 32]",Sigmoid,10,0.0001,256,0.021740803
"[8, 16, 32]",Sigmoid,10,0.0001,512,0.27372602
"[8, 16, 32]",Sigmoid,25,0.1,16,0.025466008
"[8, 16, 32]",Sigmoid,25,0.1,32,0.020819768
"[8, 16, 32]",Sigmoid,25,0.1,64,0.021536905
"[8, 16, 32]",Sigmoid,25,0.1,128,0.02687209
"[8, 16, 32]",Sigmoid,25,0.1,256,0.026172062
"[8, 16, 32]",Sigmoid,25,0.1,512,0.021856502
"[8, 16, 32]",Sigmoid,25,0.01,16,0.021735124
"[8, 16, 32]",Sigmoid,25,0.01,32,0.021547407
"[8, 16, 32]",Sigmoid,25,0.01,64,0.021745974
"[8, 16, 32]",Sigmoid,25,0.01,128,0.021652171
"[8, 16, 32]",Sigmoid,25,0.01,256,0.021640781
"[8, 16, 32]",Sigmoid,25,0.01,512,0.021429976
"[8, 16, 32]",Sigmoid,25,0.001,16,0.021600232
"[8, 16, 32]",Sigmoid,25,0.001,32,0.021482704
"[8, 16, 32]",Sigmoid,25,0.001,64,0.021376688
"[8, 16, 32]",Sigmoid,25,0.001,128,0.02165499
"[8, 16, 32]",Sigmoid,25,0.001,256,0.021500222
"[8, 16, 32]",Sigmoid,25,0.001,512,0.02172374
"[8, 16, 32]",Sigmoid,25,0.0001,16,0.021523533
"[8, 16, 32]",Sigmoid,25,0.0001,32,0.021523181
"[8, 16, 32]",Sigmoid,25,0.0001,64,0.022213742
"[8, 16, 32]",Sigmoid,25,0.0001,128,0.032840274
"[8, 16, 32]",Sigmoid,25,0.0001,256,0.043807182
"[8, 16, 32]",Sigmoid,25,0.0001,512,0.15085055
"[8, 16, 32]",Sigmoid,50,0.1,16,0.017150065
"[8, 16, 32]",Sigmoid,50,0.1,32,0.03751194
"[8, 16, 32]",Sigmoid,50,0.1,64,0.030669644
"[8, 16, 32]",Sigmoid,50,0.1,128,0.023464726
"[8, 16, 32]",Sigmoid,50,0.1,256,0.021497983
"[8, 16, 32]",Sigmoid,50,0.1,512,0.023126503
"[8, 16, 32]",Sigmoid,50,0.01,16,0.021384789
"[8, 16, 32]",Sigmoid,50,0.01,32,0.02145318
"[8, 16, 32]",Sigmoid,50,0.01,64,0.021558745
"[8, 16, 32]",Sigmoid,50,0.01,128,0.02148085
"[8, 16, 32]",Sigmoid,50,0.01,256,0.02165455
"[8, 16, 32]",Sigmoid,50,0.01,512,0.02145258
"[8, 16, 32]",Sigmoid,50,0.001,16,0.021502623
"[8, 16, 32]",Sigmoid,50,0.001,32,0.021601932
"[8, 16, 32]",Sigmoid,50,0.001,64,0.021538377
"[8, 16, 32]",Sigmoid,50,0.001,128,0.021535195
"[8, 16, 32]",Sigmoid,50,0.001,256,0.021634035
"[8, 16, 32]",Sigmoid,50,0.001,512,0.021482544
"[8, 16, 32]",Sigmoid,50,0.0001,16,0.021562
"[8, 16, 32]",Sigmoid,50,0.0001,32,0.02156247
"[8, 16, 32]",Sigmoid,50,0.0001,64,0.021621212
"[8, 16, 32]",Sigmoid,50,0.0001,128,0.021604955
"[8, 16, 32]",Sigmoid,50,0.0001,256,0.02756775
"[8, 16, 32]",Sigmoid,50,0.0001,512,0.021573387
"[8, 16, 32]",Sigmoid,100,0.1,16,0.017231956
"[8, 16, 32]",Sigmoid,100,0.1,32,0.018080773
"[8, 16, 32]",Sigmoid,100,0.1,64,0.025979893
"[8, 16, 32]",Sigmoid,100,0.1,128,0.023054924
"[8, 16, 32]",Sigmoid,100,0.1,256,0.022465399
"[8, 16, 32]",Sigmoid,100,0.1,512,0.021556597
"[8, 16, 32]",Sigmoid,100,0.01,16,0.020811431
"[8, 16, 32]",Sigmoid,100,0.01,32,0.021242773
"[8, 16, 32]",Sigmoid,100,0.01,64,0.021377621
"[8, 16, 32]",Sigmoid,100,0.01,128,0.021370968
"[8, 16, 32]",Sigmoid,100,0.01,256,0.021554086
"[8, 16, 32]",Sigmoid,100,0.01,512,0.021607162
"[8, 16, 32]",Sigmoid,100,0.001,16,0.021575803
"[8, 16, 32]",Sigmoid,100,0.001,32,0.021508137
"[8, 16, 32]",Sigmoid,100,0.001,64,0.02146537
"[8, 16, 32]",Sigmoid,100,0.001,128,0.021539202
"[8, 16, 32]",Sigmoid,100,0.001,256,0.021571474
"[8, 16, 32]",Sigmoid,100,0.001,512,0.021665558
"[8, 16, 32]",Sigmoid,100,0.0001,16,0.021501401
"[8, 16, 32]",Sigmoid,100,0.0001,32,0.021526001
"[8, 16, 32]",Sigmoid,100,0.0001,64,0.021568516
"[8, 16, 32]",Sigmoid,100,0.0001,128,0.021540565
"[8, 16, 32]",Sigmoid,100,0.0001,256,0.02188679
"[8, 16, 32]",Sigmoid,100,0.0001,512,0.040371437
"[8, 16, 32]",Sigmoid,250,0.1,16,0.015660845
"[8, 16, 32]",Sigmoid,250,0.1,32,0.018432777
"[8, 16, 32]",Sigmoid,250,0.1,64,0.01618701
"[8, 16, 32]",Sigmoid,250,0.1,128,0.01597754
"[8, 16, 32]",Sigmoid,250,0.1,256,0.02023206
"[8, 16, 32]",Sigmoid,250,0.1,512,0.02136098
"[8, 16, 32]",Sigmoid,250,0.01,16,0.017238012
"[8, 16, 32]",Sigmoid,250,0.01,32,0.019995129
"[8, 16, 32]",Sigmoid,250,0.01,64,0.021477371
"[8, 16, 32]",Sigmoid,250,0.01,128,0.021328852
"[8, 16, 32]",Sigmoid,250,0.01,256,0.021442335
"[8, 16, 32]",Sigmoid,250,0.01,512,0.021682736
"[8, 16, 32]",Sigmoid,250,0.001,16,0.02158138
"[8, 16, 32]",Sigmoid,250,0.001,32,0.021442082
"[8, 16, 32]",Sigmoid,250,0.001,64,0.021419797
"[8, 16, 32]",Sigmoid,250,0.001,128,0.021588158
"[8, 16, 32]",Sigmoid,250,0.001,256,0.021657009
"[8, 16, 32]",Sigmoid,250,0.001,512,0.0214337
"[8, 16, 32]",Sigmoid,250,0.0001,16,0.021504149
"[8, 16, 32]",Sigmoid,250,0.0001,32,0.02150576
"[8, 16, 32]",Sigmoid,250,0.0001,64,0.021578027
"[8, 16, 32]",Sigmoid,250,0.0001,128,0.021681646
"[8, 16, 32]",Sigmoid,250,0.0001,256,0.021643128
"[8, 16, 32]",Sigmoid,250,0.0001,512,0.021875303
"[8, 16, 32]",ReLU,1,0.1,16,0.017988645
"[8, 16, 32]",ReLU,1,0.1,32,0.018852241
"[8, 16, 32]",ReLU,1,0.1,64,0.021969173
"[8, 16, 32]",ReLU,1,0.1,128,0.02115682
"[8, 16, 32]",ReLU,1,0.1,256,0.021809384
"[8, 16, 32]",ReLU,1,0.1,512,0.021899192
"[8, 16, 32]",ReLU,1,0.01,16,0.020949643
"[8, 16, 32]",ReLU,1,0.01,32,0.022807661
"[8, 16, 32]",ReLU,1,0.01,64,0.024335803
"[8, 16, 32]",ReLU,1,0.01,128,0.025669787
"[8, 16, 32]",ReLU,1,0.01,256,0.1305857
"[8, 16, 32]",ReLU,1,0.01,512,0.1470555
"[8, 16, 32]",ReLU,1,0.001,16,0.06834675
"[8, 16, 32]",ReLU,1,0.001,32,0.16911641
"[8, 16, 32]",ReLU,1,0.001,64,0.1397512
"[8, 16, 32]",ReLU,1,0.001,128,0.19529918
"[8, 16, 32]",ReLU,1,0.001,256,0.14921375
"[8, 16, 32]",ReLU,1,0.001,512,0.13557921
"[8, 16, 32]",ReLU,1,0.0001,16,0.26765501
"[8, 16, 32]",ReLU,1,0.0001,32,0.3003295
"[8, 16, 32]",ReLU,1,0.0001,64,0.41217476
"[8, 16, 32]",ReLU,1,0.0001,128,0.25953287
"[8, 16, 32]",ReLU,1,0.0001,256,0.38313368
"[8, 16, 32]",ReLU,1,0.0001,512,0.22279634
"[8, 16, 32]",ReLU,10,0.1,16,0.0149847
"[8, 16, 32]",ReLU,10,0.1,32,0.016013596
"[8, 16, 32]",ReLU,10,0.1,64,0.016615294
"[8, 16, 32]",ReLU,10,0.1,128,0.018039253
"[8, 16, 32]",ReLU,10,0.1,256,0.020761466
"[8, 16, 32]",ReLU,10,0.1,512,0.020463604
"[8, 16, 32]",ReLU,10,0.01,16,0.01819704
"[8, 16, 32]",ReLU,10,0.01,32,0.018918037
"[8, 16, 32]",ReLU,10,0.01,64,0.022110516
"[8, 16, 32]",ReLU,10,0.01,128,0.023437552
"[8, 16, 32]",ReLU,10,0.01,256,0.02311858
"[8, 16, 32]",ReLU,10,0.01,512,0.025589757
"[8, 16, 32]",ReLU,10,0.001,16,0.020353064
"[8, 16, 32]",ReLU,10,0.001,32,0.020956744
"[8, 16, 32]",ReLU,10,0.001,64,0.026676727
"[8, 16, 32]",ReLU,10,0.001,128,0.03393546
"[8, 16, 32]",ReLU,10,0.001,256,0.055445883
"[8, 16, 32]",ReLU,10,0.001,512,0.14102232
"[8, 16, 32]",ReLU,10,0.0001,16,0.105692014
"[8, 16, 32]",ReLU,10,0.0001,32,0.080847904
"[8, 16, 32]",ReLU,10,0.0001,64,0.068732746
"[8, 16, 32]",ReLU,10,0.0001,128,0.28280222
"[8, 16, 32]",ReLU,10,0.0001,256,0.2876748
"[8, 16, 32]",ReLU,10,0.0001,512,0.2702771
"[8, 16, 32]",ReLU,25,0.1,16,0.013839959
"[8, 16, 32]",ReLU,25,0.1,32,0.014883877
"[8, 16, 32]",ReLU,25,0.1,64,0.015778743
"[8, 16, 32]",ReLU,25,0.1,128,0.016433293
"[8, 16, 32]",ReLU,25,0.1,256,0.016933437
"[8, 16, 32]",ReLU,25,0.1,512,0.018774018
"[8, 16, 32]",ReLU,25,0.01,16,0.015722714
"[8, 16, 32]",ReLU,25,0.01,32,0.018289473
"[8, 16, 32]",ReLU,25,0.01,64,0.01929939
"[8, 16, 32]",ReLU,25,0.01,128,0.019873587
"[8, 16, 32]",ReLU,25,0.01,256,0.01984404
"[8, 16, 32]",ReLU,25,0.01,512,0.019334191
"[8, 16, 32]",ReLU,25,0.001,16,0.020250574
"[8, 16, 32]",ReLU,25,0.001,32,0.019692983
"[8, 16, 32]",ReLU,25,0.001,64,0.022224398
"[8, 16, 32]",ReLU,25,0.001,128,0.02220719
"[8, 16, 32]",ReLU,25,0.001,256,0.07256996
"[8, 16, 32]",ReLU,25,0.001,512,0.07444637
"[8, 16, 32]",ReLU,25,0.0001,16,0.024117775
"[8, 16, 32]",ReLU,25,0.0001,32,0.037623372
"[8, 16, 32]",ReLU,25,0.0001,64,0.16626611
"[8, 16, 32]",ReLU,25,0.0001,128,0.1388715
"[8, 16, 32]",ReLU,25,0.0001,256,0.2613942
"[8, 16, 32]",ReLU,25,0.0001,512,0.28535637
"[8, 16, 32]",ReLU,50,0.1,16,0.013899675
"[8, 16, 32]",ReLU,50,0.1,32,0.014959464
"[8, 16, 32]",ReLU,50,0.1,64,0.014865511
"[8, 16, 32]",ReLU,50,0.1,128,0.014849891
"[8, 16, 32]",ReLU,50,0.1,256,0.017412668
"[8, 16, 32]",ReLU,50,0.1,512,0.015422899
"[8, 16, 32]",ReLU,50,0.01,16,0.014850506
"[8, 16, 32]",ReLU,50,0.01,32,0.0174615
"[8, 16, 32]",ReLU,50,0.01,64,0.017645633
"[8, 16, 32]",ReLU,50,0.01,128,0.020084681
"[8, 16, 32]",ReLU,50,0.01,256,0.021126874
"[8, 16, 32]",ReLU,50,0.01,512,0.021154804
"[8, 16, 32]",ReLU,50,0.001,16,0.020422274
"[8, 16, 32]",ReLU,50,0.001,32,0.02026956
"[8, 16, 32]",ReLU,50,0.001,64,0.020288464
"[8, 16, 32]",ReLU,50,0.001,128,0.023514185
"[8, 16, 32]",ReLU,50,0.001,256,0.022318268
"[8, 16, 32]",ReLU,50,0.001,512,0.027432835
"[8, 16, 32]",ReLU,50,0.0001,16,0.023755707
"[8, 16, 32]",ReLU,50,0.0001,32,0.023469768
"[8, 16, 32]",ReLU,50,0.0001,64,0.03047791
"[8, 16, 32]",ReLU,50,0.0001,128,0.061545134
"[8, 16, 32]",ReLU,50,0.0001,256,0.24871384
"[8, 16, 32]",ReLU,50,0.0001,512,0.13896585
"[8, 16, 32]",ReLU,100,0.1,16,0.013732441
"[8, 16, 32]",ReLU,100,0.1,32,0.014552268
"[8, 16, 32]",ReLU,100,0.1,64,0.016001226
"[8, 16, 32]",ReLU,100,0.1,128,0.01471239
"[8, 16, 32]",ReLU,100,0.1,256,0.014490028
"[8, 16, 32]",ReLU,100,0.1,512,0.015471266
"[8, 16, 32]",ReLU,100,0.01,16,0.01500384
"[8, 16, 32]",ReLU,100,0.01,32,0.016168274
"[8, 16, 32]",ReLU,100,0.01,64,0.016882593
"[8, 16, 32]",ReLU,100,0.01,128,0.016964333
"[8, 16, 32]",ReLU,100,0.01,256,0.019112837
"[8, 16, 32]",ReLU,100,0.01,512,0.021581458
"[8, 16, 32]",ReLU,100,0.001,16,0.017887028
"[8, 16, 32]",ReLU,100,0.001,32,0.01894952
"[8, 16, 32]",ReLU,100,0.001,64,0.020754121
"[8, 16, 32]",ReLU,100,0.001,128,0.021325141
"[8, 16, 32]",ReLU,100,0.001,256,0.023473127
"[8, 16, 32]",ReLU,100,0.001,512,0.024326768
"[8, 16, 32]",ReLU,100,0.0001,16,0.02346529
"[8, 16, 32]",ReLU,100,0.0001,32,0.018978152
"[8, 16, 32]",ReLU,100,0.0001,64,0.027425688
"[8, 16, 32]",ReLU,100,0.0001,128,0.0803582
"[8, 16, 32]",ReLU,100,0.0001,256,0.15310206
"[8, 16, 32]",ReLU,100,0.0001,512,0.12923498
"[8, 16, 32]",ReLU,250,0.1,16,0.013764646
"[8, 16, 32]",ReLU,250,0.1,32,0.013568035
"[8, 16, 32]",ReLU,250,0.1,64,0.013712542
"[8, 16, 32]",ReLU,250,0.1,128,0.0139906
"[8, 16, 32]",ReLU,250,0.1,256,0.014301007
"[8, 16, 32]",ReLU,250,0.1,512,0.014662501
"[8, 16, 32]",ReLU,250,0.01,16,0.014100441
"[8, 16, 32]",ReLU,250,0.01,32,0.015213032
"[8, 16, 32]",ReLU,250,0.01,64,0.015426633
"[8, 16, 32]",ReLU,250,0.01,128,0.014996836
"[8, 16, 32]",ReLU,250,0.01,256,0.017725483
"[8, 16, 32]",ReLU,250,0.01,512,0.018733153
"[8, 16, 32]",ReLU,250,0.001,16,0.016304376
"[8, 16, 32]",ReLU,250,0.001,32,0.018288689
"[8, 16, 32]",ReLU,250,0.001,64,0.019747602
"[8, 16, 32]",ReLU,250,0.001,128,0.020390864
"[8, 16, 32]",ReLU,250,0.001,256,0.02183537
"[8, 16, 32]",ReLU,250,0.001,512,0.025678879
"[8, 16, 32]",ReLU,250,0.0001,16,0.021178966
"[8, 16, 32]",ReLU,250,0.0001,32,0.021734232
"[8, 16, 32]",ReLU,250,0.0001,64,0.021006677
"[8, 16, 32]",ReLU,250,0.0001,128,0.022549119
"[8, 16, 32]",ReLU,250,0.0001,256,0.023905123
"[8, 16, 32]",ReLU,250,0.0001,512,0.1303476
"[8, 16, 32]",Tanh,1,0.1,16,0.016115518
"[8, 16, 32]",Tanh,1,0.1,32,0.017839596
"[8, 16, 32]",Tanh,1,0.1,64,0.018507265
"[8, 16, 32]",Tanh,1,0.1,128,0.019314991
"[8, 16, 32]",Tanh,1,0.1,256,0.019317526
"[8, 16, 32]",Tanh,1,0.1,512,0.020553354
"[8, 16, 32]",Tanh,1,0.01,16,0.019018598
