Hidden Layers,Activation Function,Epochs,Learning Rate,Batch Size,MSE
"[8, 16, 32]",Tanh,1,0.01,32,0.021503745
"[8, 16, 32]",Tanh,1,0.01,64,0.024558356
"[8, 16, 32]",Tanh,1,0.01,128,0.021709345
"[8, 16, 32]",Tanh,1,0.01,256,0.08557552
"[8, 16, 32]",Tanh,1,0.01,512,0.12132686
"[8, 16, 32]",Tanh,1,0.001,16,0.052949306
"[8, 16, 32]",Tanh,1,0.001,32,0.08580347
"[8, 16, 32]",Tanh,1,0.001,64,0.09053388
"[8, 16, 32]",Tanh,1,0.001,128,0.26959544
"[8, 16, 32]",Tanh,1,0.001,256,0.10692869
"[8, 16, 32]",Tanh,1,0.001,512,0.19589068
"[8, 16, 32]",Tanh,1,0.0001,16,0.10430242
"[8, 16, 32]",Tanh,1,0.0001,32,0.112482734
"[8, 16, 32]",Tanh,1,0.0001,64,0.33675542
"[8, 16, 32]",Tanh,1,0.0001,128,0.1360031
"[8, 16, 32]",Tanh,1,0.0001,256,0.116914496
"[8, 16, 32]",Tanh,1,0.0001,512,0.1293333
"[8, 16, 32]",Tanh,10,0.1,16,0.015694594
"[8, 16, 32]",Tanh,10,0.1,32,0.01580573
"[8, 16, 32]",Tanh,10,0.1,64,0.016091196
"[8, 16, 32]",Tanh,10,0.1,128,0.016283382
"[8, 16, 32]",Tanh,10,0.1,256,0.0161617
"[8, 16, 32]",Tanh,10,0.1,512,0.019461142
"[8, 16, 32]",Tanh,10,0.01,16,0.01619075
"[8, 16, 32]",Tanh,10,0.01,32,0.017469388
"[8, 16, 32]",Tanh,10,0.01,64,0.01905523
"[8, 16, 32]",Tanh,10,0.01,128,0.018478354
"[8, 16, 32]",Tanh,10,0.01,256,0.019532003
"[8, 16, 32]",Tanh,10,0.01,512,0.02525822
"[8, 16, 32]",Tanh,10,0.001,16,0.022134678
"[8, 16, 32]",Tanh,10,0.001,32,0.01914303
"[8, 16, 32]",Tanh,10,0.001,64,0.028346175
"[8, 16, 32]",Tanh,10,0.001,128,0.03839398
"[8, 16, 32]",Tanh,10,0.001,256,0.062687
"[8, 16, 32]",Tanh,10,0.001,512,0.18382399
"[8, 16, 32]",Tanh,10,0.0001,16,0.034397922
"[8, 16, 32]",Tanh,10,0.0001,32,0.04584402
"[8, 16, 32]",Tanh,10,0.0001,64,0.1068547
"[8, 16, 32]",Tanh,10,0.0001,128,0.30090794
"[8, 16, 32]",Tanh,10,0.0001,256,0.30731776
"[8, 16, 32]",Tanh,10,0.0001,512,0.67765224
"[8, 16, 32]",Tanh,25,0.1,16,0.014724348
"[8, 16, 32]",Tanh,25,0.1,32,0.015144832
"[8, 16, 32]",Tanh,25,0.1,64,0.015522034
"[8, 16, 32]",Tanh,25,0.1,128,0.015925508
"[8, 16, 32]",Tanh,25,0.1,256,0.015819699
"[8, 16, 32]",Tanh,25,0.1,512,0.016426226
"[8, 16, 32]",Tanh,25,0.01,16,0.015618302
"[8, 16, 32]",Tanh,25,0.01,32,0.015586321
"[8, 16, 32]",Tanh,25,0.01,64,0.017701741
"[8, 16, 32]",Tanh,25,0.01,128,0.017879779
"[8, 16, 32]",Tanh,25,0.01,256,0.017195327
"[8, 16, 32]",Tanh,25,0.01,512,0.019556964
"[8, 16, 32]",Tanh,25,0.001,16,0.018021772
"[8, 16, 32]",Tanh,25,0.001,32,0.020087365
"[8, 16, 32]",Tanh,25,0.001,64,0.019248065
"[8, 16, 32]",Tanh,25,0.001,128,0.022511924
"[8, 16, 32]",Tanh,25,0.001,256,0.027162973
"[8, 16, 32]",Tanh,25,0.001,512,0.13250947
"[8, 16, 32]",Tanh,25,0.0001,16,0.026896138
"[8, 16, 32]",Tanh,25,0.0001,32,0.04970331
"[8, 16, 32]",Tanh,25,0.0001,64,0.09077024
"[8, 16, 32]",Tanh,25,0.0001,128,0.1273732
"[8, 16, 32]",Tanh,25,0.0001,256,0.12372568
"[8, 16, 32]",Tanh,25,0.0001,512,0.12825486
"[8, 16, 32]",Tanh,50,0.1,16,0.014857241
"[8, 16, 32]",Tanh,50,0.1,32,0.014541252
"[8, 16, 32]",Tanh,50,0.1,64,0.0148059735
"[8, 16, 32]",Tanh,50,0.1,128,0.014980352
"[8, 16, 32]",Tanh,50,0.1,256,0.01583201
"[8, 16, 32]",Tanh,50,0.1,512,0.015809136
"[8, 16, 32]",Tanh,50,0.01,16,0.015491753
"[8, 16, 32]",Tanh,50,0.01,32,0.01600954
"[8, 16, 32]",Tanh,50,0.01,64,0.015966043
"[8, 16, 32]",Tanh,50,0.01,128,0.019492226
"[8, 16, 32]",Tanh,50,0.01,256,0.017380727
"[8, 16, 32]",Tanh,50,0.01,512,0.019077055
"[8, 16, 32]",Tanh,50,0.001,16,0.016268732
"[8, 16, 32]",Tanh,50,0.001,32,0.019606275
"[8, 16, 32]",Tanh,50,0.001,64,0.01799041
"[8, 16, 32]",Tanh,50,0.001,128,0.019359997
"[8, 16, 32]",Tanh,50,0.001,256,0.026840506
"[8, 16, 32]",Tanh,50,0.001,512,0.025367232
"[8, 16, 32]",Tanh,50,0.0001,16,0.022385942
"[8, 16, 32]",Tanh,50,0.0001,32,0.028288463
"[8, 16, 32]",Tanh,50,0.0001,64,0.04743145
"[8, 16, 32]",Tanh,50,0.0001,128,0.073776305
"[8, 16, 32]",Tanh,50,0.0001,256,0.068199985
"[8, 16, 32]",Tanh,50,0.0001,512,0.13737968
"[8, 16, 32]",Tanh,100,0.1,16,0.014370957
"[8, 16, 32]",Tanh,100,0.1,32,0.01430435
"[8, 16, 32]",Tanh,100,0.1,64,0.014427847
"[8, 16, 32]",Tanh,100,0.1,128,0.014811417
"[8, 16, 32]",Tanh,100,0.1,256,0.01563361
"[8, 16, 32]",Tanh,100,0.1,512,0.01514799
"[8, 16, 32]",Tanh,100,0.01,16,0.014715945
"[8, 16, 32]",Tanh,100,0.01,32,0.015262547
"[8, 16, 32]",Tanh,100,0.01,64,0.015934346
"[8, 16, 32]",Tanh,100,0.01,128,0.01603983
"[8, 16, 32]",Tanh,100,0.01,256,0.016595501
"[8, 16, 32]",Tanh,100,0.01,512,0.017205847
"[8, 16, 32]",Tanh,100,0.001,16,0.016341545
"[8, 16, 32]",Tanh,100,0.001,32,0.016963126
"[8, 16, 32]",Tanh,100,0.001,64,0.017854605
"[8, 16, 32]",Tanh,100,0.001,128,0.018015923
"[8, 16, 32]",Tanh,100,0.001,256,0.020266656
"[8, 16, 32]",Tanh,100,0.001,512,0.023375876
"[8, 16, 32]",Tanh,100,0.0001,16,0.020741941
"[8, 16, 32]",Tanh,100,0.0001,32,0.022184005
"[8, 16, 32]",Tanh,100,0.0001,64,0.022141669
"[8, 16, 32]",Tanh,100,0.0001,128,0.039295305
"[8, 16, 32]",Tanh,100,0.0001,256,0.034485627
"[8, 16, 32]",Tanh,100,0.0001,512,0.2268216
"[8, 16, 32]",Tanh,250,0.1,16,0.014352114
"[8, 16, 32]",Tanh,250,0.1,32,0.014159329
"[8, 16, 32]",Tanh,250,0.1,64,0.014253159
"[8, 16, 32]",Tanh,250,0.1,128,0.014207291
"[8, 16, 32]",Tanh,250,0.1,256,0.015419847
"[8, 16, 32]",Tanh,250,0.1,512,0.014853213
"[8, 16, 32]",Tanh,250,0.01,16,0.014786407
"[8, 16, 32]",Tanh,250,0.01,32,0.014486455
"[8, 16, 32]",Tanh,250,0.01,64,0.01561006
"[8, 16, 32]",Tanh,250,0.01,128,0.01566367
"[8, 16, 32]",Tanh,250,0.01,256,0.015634464
"[8, 16, 32]",Tanh,250,0.01,512,0.015761647
"[8, 16, 32]",Tanh,250,0.001,16,0.016007071
"[8, 16, 32]",Tanh,250,0.001,32,0.016740885
"[8, 16, 32]",Tanh,250,0.001,64,0.015997056
"[8, 16, 32]",Tanh,250,0.001,128,0.017862672
"[8, 16, 32]",Tanh,250,0.001,256,0.019553963
"[8, 16, 32]",Tanh,250,0.001,512,0.019792447
"[8, 16, 32]",Tanh,250,0.0001,16,0.020178217
"[8, 16, 32]",Tanh,250,0.0001,32,0.020142965
"[8, 16, 32]",Tanh,250,0.0001,64,0.017532093
"[8, 16, 32]",Tanh,250,0.0001,128,0.022434866
"[8, 16, 32]",Tanh,250,0.0001,256,0.025980871
"[8, 16, 32]",Tanh,250,0.0001,512,0.046179432
"[16, 32, 64]",Identity,1,0.1,16,0.01945747
"[16, 32, 64]",Identity,1,0.1,32,0.016294882
"[16, 32, 64]",Identity,1,0.1,64,0.016056905
"[16, 32, 64]",Identity,1,0.1,128,0.017237267
"[16, 32, 64]",Identity,1,0.1,256,0.019884938
"[16, 32, 64]",Identity,1,0.1,512,0.02637416
"[16, 32, 64]",Identity,1,0.01,16,0.018116815
"[16, 32, 64]",Identity,1,0.01,32,0.022189222
"[16, 32, 64]",Identity,1,0.01,64,0.01908047
"[16, 32, 64]",Identity,1,0.01,128,0.02716773
"[16, 32, 64]",Identity,1,0.01,256,0.05728748
"[16, 32, 64]",Identity,1,0.01,512,0.080031805
"[16, 32, 64]",Identity,1,0.001,16,0.038620345
"[16, 32, 64]",Identity,1,0.001,32,0.06385247
"[16, 32, 64]",Identity,1,0.001,64,0.086502105
"[16, 32, 64]",Identity,1,0.001,128,0.21135537
"[16, 32, 64]",Identity,1,0.001,256,0.22900604
"[16, 32, 64]",Identity,1,0.001,512,0.14182921
"[16, 32, 64]",Identity,1,0.0001,16,0.2107213
"[16, 32, 64]",Identity,1,0.0001,32,0.2749067
"[16, 32, 64]",Identity,1,0.0001,64,0.26698115
"[16, 32, 64]",Identity,1,0.0001,128,0.42889318
"[16, 32, 64]",Identity,1,0.0001,256,0.33395174
"[16, 32, 64]",Identity,1,0.0001,512,0.23126647
"[16, 32, 64]",Identity,10,0.1,16,0.017570034
"[16, 32, 64]",Identity,10,0.1,32,0.016331915
"[16, 32, 64]",Identity,10,0.1,64,0.016739475
"[16, 32, 64]",Identity,10,0.1,128,0.016005274
"[16, 32, 64]",Identity,10,0.1,256,0.016140562
"[16, 32, 64]",Identity,10,0.1,512,0.016562646
"[16, 32, 64]",Identity,10,0.01,16,0.015902754
"[16, 32, 64]",Identity,10,0.01,32,0.016133491
"[16, 32, 64]",Identity,10,0.01,64,0.0171897
"[16, 32, 64]",Identity,10,0.01,128,0.017276874
"[16, 32, 64]",Identity,10,0.01,256,0.017247608
"[16, 32, 64]",Identity,10,0.01,512,0.019772124
"[16, 32, 64]",Identity,10,0.001,16,0.01750366
"[16, 32, 64]",Identity,10,0.001,32,0.019217717
"[16, 32, 64]",Identity,10,0.001,64,0.026914254
"[16, 32, 64]",Identity,10,0.001,128,0.026814086
"[16, 32, 64]",Identity,10,0.001,256,0.07262552
"[16, 32, 64]",Identity,10,0.001,512,0.102274746
"[16, 32, 64]",Identity,10,0.0001,16,0.03082236
"[16, 32, 64]",Identity,10,0.0001,32,0.09877637
"[16, 32, 64]",Identity,10,0.0001,64,0.071254954
"[16, 32, 64]",Identity,10,0.0001,128,0.26210684
"[16, 32, 64]",Identity,10,0.0001,256,0.26133373
"[16, 32, 64]",Identity,10,0.0001,512,0.5809309
"[16, 32, 64]",Identity,25,0.1,16,0.015968988
"[16, 32, 64]",Identity,25,0.1,32,0.016853472
"[16, 32, 64]",Identity,25,0.1,64,0.016452553
"[16, 32, 64]",Identity,25,0.1,128,0.01668633
"[16, 32, 64]",Identity,25,0.1,256,0.016112873
"[16, 32, 64]",Identity,25,0.1,512,0.015637849
"[16, 32, 64]",Identity,25,0.01,16,0.015904265
"[16, 32, 64]",Identity,25,0.01,32,0.016051976
"[16, 32, 64]",Identity,25,0.01,64,0.016072534
"[16, 32, 64]",Identity,25,0.01,128,0.015959648
"[16, 32, 64]",Identity,25,0.01,256,0.016973548
"[16, 32, 64]",Identity,25,0.01,512,0.01627653
"[16, 32, 64]",Identity,25,0.001,16,0.01623563
"[16, 32, 64]",Identity,25,0.001,32,0.017374776
"[16, 32, 64]",Identity,25,0.001,64,0.017248765
"[16, 32, 64]",Identity,25,0.001,128,0.021041526
"[16, 32, 64]",Identity,25,0.001,256,0.028905723
"[16, 32, 64]",Identity,25,0.001,512,0.06279626
"[16, 32, 64]",Identity,25,0.0001,16,0.020131068
"[16, 32, 64]",Identity,25,0.0001,32,0.032668397
"[16, 32, 64]",Identity,25,0.0001,64,0.05268332
"[16, 32, 64]",Identity,25,0.0001,128,0.12826283
"[16, 32, 64]",Identity,25,0.0001,256,0.1707537
"[16, 32, 64]",Identity,25,0.0001,512,0.19723405
"[16, 32, 64]",Identity,50,0.1,16,0.016025733
"[16, 32, 64]",Identity,50,0.1,32,0.016270772
"[16, 32, 64]",Identity,50,0.1,64,0.015975494
"[16, 32, 64]",Identity,50,0.1,128,0.015801497
"[16, 32, 64]",Identity,50,0.1,256,0.015876416
"[16, 32, 64]",Identity,50,0.1,512,0.01604739
"[16, 32, 64]",Identity,50,0.01,16,0.01596343
"[16, 32, 64]",Identity,50,0.01,32,0.015960237
"[16, 32, 64]",Identity,50,0.01,64,0.016239567
"[16, 32, 64]",Identity,50,0.01,128,0.015822992
"[16, 32, 64]",Identity,50,0.01,256,0.016440496
"[16, 32, 64]",Identity,50,0.01,512,0.016544515
"[16, 32, 64]",Identity,50,0.001,16,0.01647187
"[16, 32, 64]",Identity,50,0.001,32,0.016800568
"[16, 32, 64]",Identity,50,0.001,64,0.017581772
"[16, 32, 64]",Identity,50,0.001,128,0.0171169
"[16, 32, 64]",Identity,50,0.001,256,0.01949777
"[16, 32, 64]",Identity,50,0.001,512,0.032815017
"[16, 32, 64]",Identity,50,0.0001,16,0.01784459
"[16, 32, 64]",Identity,50,0.0001,32,0.017074402
"[16, 32, 64]",Identity,50,0.0001,64,0.022325544
"[16, 32, 64]",Identity,50,0.0001,128,0.042221576
"[16, 32, 64]",Identity,50,0.0001,256,0.1068543
"[16, 32, 64]",Identity,50,0.0001,512,0.211228
"[16, 32, 64]",Identity,100,0.1,16,0.016011141
"[16, 32, 64]",Identity,100,0.1,32,0.015979066
"[16, 32, 64]",Identity,100,0.1,64,0.016735528
"[16, 32, 64]",Identity,100,0.1,128,0.015752487
"[16, 32, 64]",Identity,100,0.1,256,0.015816486
"[16, 32, 64]",Identity,100,0.1,512,0.016150258
"[16, 32, 64]",Identity,100,0.01,16,0.015901275
"[16, 32, 64]",Identity,100,0.01,32,0.015900904
"[16, 32, 64]",Identity,100,0.01,64,0.016017888
"[16, 32, 64]",Identity,100,0.01,128,0.016295271
"[16, 32, 64]",Identity,100,0.01,256,0.015853854
"[16, 32, 64]",Identity,100,0.01,512,0.016430115
"[16, 32, 64]",Identity,100,0.001,16,0.016312905
"[16, 32, 64]",Identity,100,0.001,32,0.01615227
"[16, 32, 64]",Identity,100,0.001,64,0.016340805
"[16, 32, 64]",Identity,100,0.001,128,0.016797034
"[16, 32, 64]",Identity,100,0.001,256,0.020783853
"[16, 32, 64]",Identity,100,0.001,512,0.031005802
"[16, 32, 64]",Identity,100,0.0001,16,0.016604034
"[16, 32, 64]",Identity,100,0.0001,32,0.020218132
"[16, 32, 64]",Identity,100,0.0001,64,0.020102898
"[16, 32, 64]",Identity,100,0.0001,128,0.0407301
"[16, 32, 64]",Identity,100,0.0001,256,0.07287691
"[16, 32, 64]",Identity,100,0.0001,512,0.15508214
"[16, 32, 64]",Identity,250,0.1,16,0.01602268
"[16, 32, 64]",Identity,250,0.1,32,0.016140325
"[16, 32, 64]",Identity,250,0.1,64,0.015921628
"[16, 32, 64]",Identity,250,0.1,128,0.016277587
"[16, 32, 64]",Identity,250,0.1,256,0.015912134
"[16, 32, 64]",Identity,250,0.1,512,0.01586532
"[16, 32, 64]",Identity,250,0.01,16,0.015672931
"[16, 32, 64]",Identity,250,0.01,32,0.015902253
"[16, 32, 64]",Identity,250,0.01,64,0.015902149
"[16, 32, 64]",Identity,250,0.01,128,0.015937101
"[16, 32, 64]",Identity,250,0.01,256,0.015952926
"[16, 32, 64]",Identity,250,0.01,512,0.016337305
"[16, 32, 64]",Identity,250,0.001,16,0.016033951
"[16, 32, 64]",Identity,250,0.001,32,0.015959866
"[16, 32, 64]",Identity,250,0.001,64,0.016322844
"[16, 32, 64]",Identity,250,0.001,128,0.016709361
"[16, 32, 64]",Identity,250,0.001,256,0.016982283
"[16, 32, 64]",Identity,250,0.001,512,0.018175602
"[16, 32, 64]",Identity,250,0.0001,16,0.016469203
"[16, 32, 64]",Identity,250,0.0001,32,0.016863193
"[16, 32, 64]",Identity,250,0.0001,64,0.016887674
"[16, 32, 64]",Identity,250,0.0001,128,0.019377861
"[16, 32, 64]",Identity,250,0.0001,256,0.026142053
"[16, 32, 64]",Identity,250,0.0001,512,0.05832545
"[16, 32, 64]",Sigmoid,1,0.1,16,0.020933626
"[16, 32, 64]",Sigmoid,1,0.1,32,0.020617012
"[16, 32, 64]",Sigmoid,1,0.1,64,0.021467056
"[16, 32, 64]",Sigmoid,1,0.1,128,0.021849649
"[16, 32, 64]",Sigmoid,1,0.1,256,0.02228698
"[16, 32, 64]",Sigmoid,1,0.1,512,0.13079548
"[16, 32, 64]",Sigmoid,1,0.01,16,0.021516878
"[16, 32, 64]",Sigmoid,1,0.01,32,0.02161367
"[16, 32, 64]",Sigmoid,1,0.01,64,0.02146064
"[16, 32, 64]",Sigmoid,1,0.01,128,0.02152822
"[16, 32, 64]",Sigmoid,1,0.01,256,0.021710264
"[16, 32, 64]",Sigmoid,1,0.01,512,0.02198591
"[16, 32, 64]",Sigmoid,1,0.001,16,0.021538816
"[16, 32, 64]",Sigmoid,1,0.001,32,0.021643944
"[16, 32, 64]",Sigmoid,1,0.001,64,0.02348024
"[16, 32, 64]",Sigmoid,1,0.001,128,0.02412107
"[16, 32, 64]",Sigmoid,1,0.001,256,0.027628966
"[16, 32, 64]",Sigmoid,1,0.001,512,0.35186523
"[16, 32, 64]",Sigmoid,1,0.0001,16,0.08529753
"[16, 32, 64]",Sigmoid,1,0.0001,32,0.26807886
"[16, 32, 64]",Sigmoid,1,0.0001,64,0.35011825
"[16, 32, 64]",Sigmoid,1,0.0001,128,0.14294602
"[16, 32, 64]",Sigmoid,1,0.0001,256,1.0383495
"[16, 32, 64]",Sigmoid,1,0.0001,512,0.19670042
"[16, 32, 64]",Sigmoid,10,0.1,16,0.019537054
"[16, 32, 64]",Sigmoid,10,0.1,32,0.0211683
"[16, 32, 64]",Sigmoid,10,0.1,64,0.021167984
"[16, 32, 64]",Sigmoid,10,0.1,128,0.020122822
"[16, 32, 64]",Sigmoid,10,0.1,256,0.019563824
"[16, 32, 64]",Sigmoid,10,0.1,512,0.021606892
"[16, 32, 64]",Sigmoid,10,0.01,16,0.021874655
"[16, 32, 64]",Sigmoid,10,0.01,32,0.02138051
"[16, 32, 64]",Sigmoid,10,0.01,64,0.021454865
"[16, 32, 64]",Sigmoid,10,0.01,128,0.021683643
"[16, 32, 64]",Sigmoid,10,0.01,256,0.021460725
"[16, 32, 64]",Sigmoid,10,0.01,512,0.021600598
"[16, 32, 64]",Sigmoid,10,0.001,16,0.02159135
"[16, 32, 64]",Sigmoid,10,0.001,32,0.021432566
"[16, 32, 64]",Sigmoid,10,0.001,64,0.021476423
"[16, 32, 64]",Sigmoid,10,0.001,128,0.021552335
"[16, 32, 64]",Sigmoid,10,0.001,256,0.021567652
"[16, 32, 64]",Sigmoid,10,0.001,512,0.021665772
"[16, 32, 64]",Sigmoid,10,0.0001,16,0.02153353
"[16, 32, 64]",Sigmoid,10,0.0001,32,0.02177363
"[16, 32, 64]",Sigmoid,10,0.0001,64,0.029794948
"[16, 32, 64]",Sigmoid,10,0.0001,128,0.087310076
"[16, 32, 64]",Sigmoid,10,0.0001,256,0.065942764
"[16, 32, 64]",Sigmoid,10,0.0001,512,0.071847275
"[16, 32, 64]",Sigmoid,25,0.1,16,0.016330563
"[16, 32, 64]",Sigmoid,25,0.1,32,0.018453805
"[16, 32, 64]",Sigmoid,25,0.1,64,0.01939031
"[16, 32, 64]",Sigmoid,25,0.1,128,0.021507034
"[16, 32, 64]",Sigmoid,25,0.1,256,0.020431677
"[16, 32, 64]",Sigmoid,25,0.1,512,0.021024153
"[16, 32, 64]",Sigmoid,25,0.01,16,0.021340827
"[16, 32, 64]",Sigmoid,25,0.01,32,0.02183485
"[16, 32, 64]",Sigmoid,25,0.01,64,0.021694383
"[16, 32, 64]",Sigmoid,25,0.01,128,0.021705652
"[16, 32, 64]",Sigmoid,25,0.01,256,0.021485215
"[16, 32, 64]",Sigmoid,25,0.01,512,0.021545503
"[16, 32, 64]",Sigmoid,25,0.001,16,0.021458065
"[16, 32, 64]",Sigmoid,25,0.001,32,0.021610217
"[16, 32, 64]",Sigmoid,25,0.001,64,0.021566287
"[16, 32, 64]",Sigmoid,25,0.001,128,0.021442307
"[16, 32, 64]",Sigmoid,25,0.001,256,0.021585312
"[16, 32, 64]",Sigmoid,25,0.001,512,0.021417415
"[16, 32, 64]",Sigmoid,25,0.0001,16,0.021587435
"[16, 32, 64]",Sigmoid,25,0.0001,32,0.021696992
"[16, 32, 64]",Sigmoid,25,0.0001,64,0.021625761
"[16, 32, 64]",Sigmoid,25,0.0001,128,0.025150092
"[16, 32, 64]",Sigmoid,25,0.0001,256,0.033228893
"[16, 32, 64]",Sigmoid,25,0.0001,512,0.03294703
"[16, 32, 64]",Sigmoid,50,0.1,16,0.015929988
"[16, 32, 64]",Sigmoid,50,0.1,32,0.01626348
"[16, 32, 64]",Sigmoid,50,0.1,64,0.020729236
"[16, 32, 64]",Sigmoid,50,0.1,128,0.017368142
"[16, 32, 64]",Sigmoid,50,0.1,256,0.019312948
"[16, 32, 64]",Sigmoid,50,0.1,512,0.02096642
"[16, 32, 64]",Sigmoid,50,0.01,16,0.021283401
"[16, 32, 64]",Sigmoid,50,0.01,32,0.021568619
"[16, 32, 64]",Sigmoid,50,0.01,64,0.021867303
"[16, 32, 64]",Sigmoid,50,0.01,128,0.021654915
"[16, 32, 64]",Sigmoid,50,0.01,256,0.021517197
"[16, 32, 64]",Sigmoid,50,0.01,512,0.021510072
"[16, 32, 64]",Sigmoid,50,0.001,16,0.021686165
"[16, 32, 64]",Sigmoid,50,0.001,32,0.021508683
"[16, 32, 64]",Sigmoid,50,0.001,64,0.021518448
"[16, 32, 64]",Sigmoid,50,0.001,128,0.02154919
"[16, 32, 64]",Sigmoid,50,0.001,256,0.021445772
"[16, 32, 64]",Sigmoid,50,0.001,512,0.021492284
"[16, 32, 64]",Sigmoid,50,0.0001,16,0.0216582
"[16, 32, 64]",Sigmoid,50,0.0001,32,0.021503825
"[16, 32, 64]",Sigmoid,50,0.0001,64,0.021539396
"[16, 32, 64]",Sigmoid,50,0.0001,128,0.02160069
"[16, 32, 64]",Sigmoid,50,0.0001,256,0.022849003
"[16, 32, 64]",Sigmoid,50,0.0001,512,0.030763859
"[16, 32, 64]",Sigmoid,100,0.1,16,0.015871217
"[16, 32, 64]",Sigmoid,100,0.1,32,0.016506199
"[16, 32, 64]",Sigmoid,100,0.1,64,0.01634582
"[16, 32, 64]",Sigmoid,100,0.1,128,0.017810328
"[16, 32, 64]",Sigmoid,100,0.1,256,0.021221064
"[16, 32, 64]",Sigmoid,100,0.1,512,0.02136019
"[16, 32, 64]",Sigmoid,100,0.01,16,0.020750148
"[16, 32, 64]",Sigmoid,100,0.01,32,0.021180326
"[16, 32, 64]",Sigmoid,100,0.01,64,0.021474894
"[16, 32, 64]",Sigmoid,100,0.01,128,0.021721883
"[16, 32, 64]",Sigmoid,100,0.01,256,0.021587579
"[16, 32, 64]",Sigmoid,100,0.01,512,0.021574484
"[16, 32, 64]",Sigmoid,100,0.001,16,0.021593748
"[16, 32, 64]",Sigmoid,100,0.001,32,0.021537969
"[16, 32, 64]",Sigmoid,100,0.001,64,0.02139817
"[16, 32, 64]",Sigmoid,100,0.001,128,0.021397654
"[16, 32, 64]",Sigmoid,100,0.001,256,0.02143601
"[16, 32, 64]",Sigmoid,100,0.001,512,0.021410128
"[16, 32, 64]",Sigmoid,100,0.0001,16,0.021545263
"[16, 32, 64]",Sigmoid,100,0.0001,32,0.021415904
"[16, 32, 64]",Sigmoid,100,0.0001,64,0.021436844
"[16, 32, 64]",Sigmoid,100,0.0001,128,0.021509448
"[16, 32, 64]",Sigmoid,100,0.0001,256,0.021706495
"[16, 32, 64]",Sigmoid,100,0.0001,512,0.02128851
"[16, 32, 64]",Sigmoid,250,0.1,16,0.015334794
"[16, 32, 64]",Sigmoid,250,0.1,32,0.015621032
"[16, 32, 64]",Sigmoid,250,0.1,64,0.016016554
"[16, 32, 64]",Sigmoid,250,0.1,128,0.015742635
"[16, 32, 64]",Sigmoid,250,0.1,256,0.017376037
"[16, 32, 64]",Sigmoid,250,0.1,512,0.016574739
"[16, 32, 64]",Sigmoid,250,0.01,16,0.016760567
"[16, 32, 64]",Sigmoid,250,0.01,32,0.020758033
"[16, 32, 64]",Sigmoid,250,0.01,64,0.020930765
"[16, 32, 64]",Sigmoid,250,0.01,128,0.021256618
"[16, 32, 64]",Sigmoid,250,0.01,256,0.021410475
"[16, 32, 64]",Sigmoid,250,0.01,512,0.021534285
"[16, 32, 64]",Sigmoid,250,0.001,16,0.021439323
"[16, 32, 64]",Sigmoid,250,0.001,32,0.021588996
"[16, 32, 64]",Sigmoid,250,0.001,64,0.021650346
"[16, 32, 64]",Sigmoid,250,0.001,128,0.021455243
"[16, 32, 64]",Sigmoid,250,0.001,256,0.02160777
"[16, 32, 64]",Sigmoid,250,0.001,512,0.021398319
"[16, 32, 64]",Sigmoid,250,0.0001,16,0.021516189
"[16, 32, 64]",Sigmoid,250,0.0001,32,0.021617644
"[16, 32, 64]",Sigmoid,250,0.0001,64,0.021531038
"[16, 32, 64]",Sigmoid,250,0.0001,128,0.02151485
"[16, 32, 64]",Sigmoid,250,0.0001,256,0.021635627
"[16, 32, 64]",Sigmoid,250,0.0001,512,0.021403564
"[16, 32, 64]",ReLU,1,0.1,16,0.019115765
"[16, 32, 64]",ReLU,1,0.1,32,0.019379616
"[16, 32, 64]",ReLU,1,0.1,64,0.019501712
"[16, 32, 64]",ReLU,1,0.1,128,0.021913182
"[16, 32, 64]",ReLU,1,0.1,256,0.022717003
"[16, 32, 64]",ReLU,1,0.1,512,0.027175358
"[16, 32, 64]",ReLU,1,0.01,16,0.022593992
"[16, 32, 64]",ReLU,1,0.01,32,0.021400167
"[16, 32, 64]",ReLU,1,0.01,64,0.025463913
"[16, 32, 64]",ReLU,1,0.01,128,0.03556999
"[16, 32, 64]",ReLU,1,0.01,256,0.11482669
"[16, 32, 64]",ReLU,1,0.01,512,0.16689864
"[16, 32, 64]",ReLU,1,0.001,16,0.10370603
"[16, 32, 64]",ReLU,1,0.001,32,0.1337204
"[16, 32, 64]",ReLU,1,0.001,64,0.16497597
"[16, 32, 64]",ReLU,1,0.001,128,0.1324998
"[16, 32, 64]",ReLU,1,0.001,256,0.29951134
"[16, 32, 64]",ReLU,1,0.001,512,0.3766473
"[16, 32, 64]",ReLU,1,0.0001,16,0.15588732
"[16, 32, 64]",ReLU,1,0.0001,32,0.25667095
"[16, 32, 64]",ReLU,1,0.0001,64,0.3660731
"[16, 32, 64]",ReLU,1,0.0001,128,0.12964845
"[16, 32, 64]",ReLU,1,0.0001,256,0.17553228
"[16, 32, 64]",ReLU,1,0.0001,512,0.21463309
"[16, 32, 64]",ReLU,10,0.1,16,0.014008304
"[16, 32, 64]",ReLU,10,0.1,32,0.014763264
"[16, 32, 64]",ReLU,10,0.1,64,0.01609172
"[16, 32, 64]",ReLU,10,0.1,128,0.017028645
"[16, 32, 64]",ReLU,10,0.1,256,0.017492358
"[16, 32, 64]",ReLU,10,0.1,512,0.017532548
"[16, 32, 64]",ReLU,10,0.01,16,0.017182443
